Matrix,Class,Subclass,ID,Terminus,Domain,Definition,Sources
1_Unity,Audit,General,UA-045,KohÃ¤renz-Audit (Phase),PHY,Sicherung der einheitlichen Wellenfront.,Townes 1954
1_Unity,Audit,General,UA-046,DNA-Sequenz Audit,PHY,Fehlerfreie Kopie der Lebens-Einheit.,Sanger 1977
1_Unity,Audit,General,UA-047,Epigenetik-Audit,PHY,Wahrung des stabilen PhÃ¤notyps.,Waddington 1942
1_Unity,Audit,General,UA-048,Gewebe-Audit (Typ),PHY,Funktionale Einheit von ZellverbÃ¤nden.,Virchow 1858
1_Unity,Audit,General,UA-049,Organkraft-Audit,PHY,Garantie der systemischen Gesundheit.,Bernard 1865
1_Unity,Audit,General,UA-050,Unity-Abschluss (Sum),PHY,Finale Fusion der Einzelnachweise zur 1.,TRINITY 2024
1_Unity,Audit,General,UA-051,RelationalitÃ¤t-Gap,PHY,Verlust der Einheit durch radikale Individuation,Habermas 1981
1_Unity,Audit,General,UA-052,Entkopplung-Check,PHY,Bruch der System-Unity durch Autonomie-Exzess,Luhmann 1984
1_Unity,Audit,General,UA-053,Signal-Rausch-Audit,PHY,Verlust der Informations-Unity im Medium,Shannon 1948
1_Unity,Audit,General,UA-054,FragilitÃ¤ts-Audit,PHY,Zerbrechlichkeit starrer Einheitsstrukturen,Taleb 2012
1_Unity,Audit,General,UA-055,S-Gleichungs Audit,PHY,Wahrung der statistischen Symmetrie (Rel1),SchrÃ¶dinger 1926
1_Unity,Audit,General,UA-060,Rel1-Impact (Bio),PHY,ZellulÃ¤res Fixpunkt-Modell der Membran,Singer/Nicolson 1972
1_Unity,Audit,General,UA-065,Rel1-Expansion Audit,PHY,StabilitÃ¤t im expandierenden Universum,Guth 1981
1_Unity,Audit,General,UA-070,Code-Unity Audit,PHY,Invarianz des Algorithmus (Kompilierung),Hoare 1969
1_Unity,Audit,General,UA-075,Markt-Statik Check,PHY,StabilitÃ¤t des Fixpreis-Gleichgewichts,Walras 1874
1_Unity,Audit,General,UA-080,Konstanz-Audit (G),PHY,Messung der universellen Bindungskraft,Cavendish 1798
1_Unity,Audit,General,UA-085,Masse-Fixierung (kg),PHY,VerschrÃ¤nkung mit der Planck-Konstante,BIPM 2019
1_Unity,Audit,General,UA-090,LÃ¤ngennorm-Check (m),PHY,Lichtweg-Einheit als physischer Anker,BIPM 1983
1_Unity,Audit,General,UA-095,Zeit-Norm (Sekunde),PHY,Taktung der CÃ¤sium-Hyperfeinstruktur,BIPM 1967
1_Unity,Audit,General,UA-100,Die GroÃŸe SchlieÃŸung,PHY,Der terminale Audit der totalen System-Unity (R1).,TRINITY 2024
2_Loop,Baseline,Dynamisch,L-112,Konjunkturzyklus,ECO,Das periodische Auf und Ab der Wirtschaftslage.,Juglar 1862
2_Loop,Baseline,Physikalisch,L-113,Carnot-Prozess,PHY,Der ideale Kreisprozess der Thermodynamik.,Carnot 1824
2_Loop,Baseline,Physikalisch,L-114,Hystereseschleife,PHY,Die verzÃ¶gerte RÃ¼ckkehr in den Ausgangszustand.,Warburg 1881
2_Loop,Baseline,Dynamisch,L-115,Feedback-Loop (Positiv),TEC,SelbstverstÃ¤rkende RÃ¼ckkopplung (Eskalation).,Wiener 1948
2_Loop,Baseline,Dynamisch,L-116,Feedback-Loop (Negativ),TEC,Selbstregulierende RÃ¼ckkopplung (Stabilisierung).,Wiener 1948
2_Loop,Baseline,Dynamisch,L-117,Rekursions-Schleife,MAT,Die Definition einer Funktion durch sich selbst.,Hilbert 1891
2_Loop,Baseline,Dynamisch,L-118,Oszillations-Takt,PHY,Die regelmÃ¤ÃŸige Wiederkehr eines Zustands.,Huygens 1665
2_Loop,Baseline,Dynamisch,L-119,Grenzzyklus (Attraktor),MAT,Ein stabiler Orbit in dynamischen Systemen.,PoincarÃ© 1881
2_Loop,Baseline,Dynamisch,L-120,Chaos-Turbulenz,MAT,Unvorhersehbare Dynamik bei hoher SensitivitÃ¤t.,Lorenz 1963
2_Loop,Baseline,Physisch,L-121,Wasserkreislauf,PHY,Der globale Austausch von Wasserphasen.,Perrault 1674
2_Loop,Baseline,Biologisch,L-122,Kohlenstoff-Zyklus,PHY,Der Austausch von CO2 zwischen BiosphÃ¤re/Atm.,Lavoisier 1789
2_Loop,Baseline,Biologisch,L-123,Stickstoff-Kreislauf,PHY,Umwandlung von Stickstoff in biologische Formen.,Liebig 1840
2_Loop,Baseline,Biologisch,L-124,Zellzyklus (Mitose),PHY,Die periodische Teilung lebender Zellen.,Flemming 1882
2_Loop,Baseline,Biologisch,L-125,Metabolismus-Schutz,PHY,Die fortlaufende Erneuerung der Lebensenergie.,Bernard 1865
2_Loop,Baseline,Biologisch,L-126,Tagesrhythmik (Circ.),PHY,Die innere Uhr biologischer Systeme.,Aschoff 1951
2_Loop,Baseline,Biologisch,L-127,Menstruationszyklus,PHY,Die hormonelle Periodik der Fruchtbarkeit.,
2_Loop,Baseline,Biologisch,L-128,Schlaf-Wach-Zyklus,PHY,Die neuronale Oszillation der Regeneration.,
2_Loop,Baseline,Biologisch,L-129,RÃ¤uber-Beute-Zyklus,PHY,Die zyklische Dynamik von Populationen.,Lotka 1925
2_Loop,Baseline,Geologisch,L-130,Gesteinskreislauf,PHY,Die Transformation von Sediment/Magma/Metamorph.,Hutton 1785
2_Loop,Baseline,Astronomisch,L-131,Planetenumlaufbahn,PHY,Die elliptische SchlieÃŸung der Bewegung.,Kepler 1609
2_Loop,Baseline,Astronomisch,L-132,Sonnenfleckenzyklus,PHY,Die elfjÃ¤hrige Periodik solarer AktivitÃ¤t.,Schwabe 1843
2_Loop,Baseline,Astronomisch,L-133,PrÃ¤zessionszyklus,PHY,Die Kreiselbewegung der Erdachse (26k J.).,Hipparchos
2_Loop,Baseline,Astronomisch,L-134,MilankoviÄ‡-Zyklen,PHY,Astronomische Trigger der Eiszeiten.,MilankoviÄ‡ 1920
2_Loop,Baseline,Physisch,L-135,MeeresstrÃ¶mung (Loop),PHY,Der globale thermohaline Kreislauf.,Rumford 1800
2_Loop,Baseline,Meteorol.,L-136,Hadley-Zelle (Zirk.),PHY,Der atmosphÃ¤rische WÃ¤rmetransport-Loop.,Hadley 1735
2_Loop,Baseline,Meteorol.,L-137,El NiÃ±o Southern Osc.,PHY,Die unregelmÃ¤ÃŸige Oszillation im Pazifik.,Walker 1923
2_Loop,Baseline,Technisch,L-138,Verbrennungs-Takt,TEC,Die zyklische Energieumwandlung (Otto/Diesel).,Otto 1876
2_Loop,Baseline,Technisch,L-139,KÃ¼hlmittelkreislauf,TEC,Die Abfuhr von Entropie aus dem Prozess.,
2_Loop,Baseline,Technisch,L-140,Prozess-Scheduler,TEC,Die zyklische Zuweisung von CPU-Zeit.,
2_Loop,Baseline,Technisch,L-141,Event-Loop (Runtime),TEC,Das HerzstÃ¼ck asynchroner Software.,
2_Loop,Baseline,Technisch,L-142,Watchdog-Timer,TEC,Der zyklische Check der System-VitalitÃ¤t.,
2_Loop,Baseline,Technisch,L-143,Schaltkreis-Feedback,TEC,Die elektronische Stabilisierung (OP-AMP).,Black 1927
2_Loop,Baseline,Mathematisch,L-144,Fourier-Transformation,MAT,Die Zerlegung von Loops in Frequenzen.,Fourier 1822
2_Loop,Baseline,Mathematisch,L-145,Laplace-Operator,MAT,Die Dynamik des Feldes am Prozesspunkt.,Laplace 1785
2_Loop,Baseline,Mathematisch,L-146,Differentialgleichung,MAT,Die Sprache der VerÃ¤nderung Ã¼ber die Zeit.,Leibniz 1684
2_Loop,Baseline,Informatik,L-147,Schleifen-Invariante,TEC,Das BestÃ¤ndige inmitten der Wiederholung.,Hoare 1969
2_Loop,Baseline,Informatik,L-148,Deadlock (Cycle),TEC,Der tÃ¶dliche Loop der Ressourcen-Sperre.,Coffman 1971
2_Loop,Baseline,Psychol.,L-149,Lernschleife (Double),PSY,Lernen Ã¼ber das Lernen (Reflexion).,Argyris 1978
2_Loop,Baseline,Psychol.,L-150,Hamsterrad-Effekt,PSY,Zyklische Bewegung ohne Fortschritt.,
2_Loop,Baseline,Psychol.,L-151,Trauma-Reaktualis.,PSY,Der schmerzhafte Loop der Erinnerung.,Freud 1920
2_Loop,Baseline,Soziol.,L-152,Modewellen (Trend),SOC,Die zyklische Erneuerung des Geschmacks.,Simmel 1905
2_Loop,Baseline,Soziol.,L-153,Generationen-Zyklus,SOC,Die Erneuerung der Gesellschaft (Abfolge).,Mannheim 1928
2_Loop,Baseline,Soziol.,L-154,Krieg-Frieden-Zyklus,SOC,Die historische Pendelbewegung der Gewalt.,Kant 1795
2_Loop,Baseline,Soziol.,L-155,Wahlzyklus (Demok.),SOC,Die periodische Legitimation der Macht.,
2_Loop,Baseline,Ã–konomie,L-156,Kondratjew-Wellen,ECO,Langfristige Innovationszyklen (50 J.).,Kondratjew 1926
2_Loop,Baseline,Ã–konomie,L-157,Kuznets-Zyklus,ECO,Investitionszyklen in Infrastruktur.,Kuznets 1930
2_Loop,Baseline,Ã–konomie,L-158,Bull/Bear Cycle,ECO,Die psychologische Dynamik der MÃ¤rkte.,
2_Loop,Baseline,Management,L-159,Deming-Kreis (PDCA),ECO,Die zyklische QualitÃ¤tsverbesserung.,Deming 1950
2_Loop,Baseline,Management,L-160,Supply Chain Loop,ECO,Die Kreislaufwirtschaft der Logistik.,
2_Loop,Baseline,Sprachlich,L-161,Hermeneut. Zirkel,PHI,Das Verstehen des Ganzen aus dem Teil.,Dilthey 1900
2_Loop,Baseline,Sprachlich,L-162,Rekursion (Syntax),SOC,Die Unendlichkeit der Sprache (Chomsky).,Chomsky 1957
2_Loop,Baseline,Historisch,L-163,Vicos Weltlauf,PHI,Die zyklische Geschichte (corsi e ricorsi).,Vico 1725
2_Loop,Baseline,Philosophisch,L-164,Ewige Wiederkunft,PHI,Die radikale Bejahung des Zyklischen.,Nietzsche 1882
2_Loop,Baseline,Mythologisch,L-165,Ouroboros (Schlange),PHI,Das Symbol der ewigen Erneuerung.,
2_Loop,Baseline,Mathematisch,L-166,Hilbert-Kurve (Space),MAT,Der Raum-fÃ¼llende rekursive Loop.,Hilbert 1891
2_Loop,Baseline,Mathematisch,L-167,Benoit-Punkt (Frakt.),MAT,Der Prozess-Generator der SelbstÃ¤hnlichkeit.,Mandelbrot 1975
2_Loop,Baseline,Physikalisch,L-168,Wilson-Loop (Gauge),PHY,Das MaÃŸ der KrÃ¼mmung im Eichfeld.,Wilson 1974
2_Loop,Baseline,Physikalisch,L-169,PoincarÃ©-Schnitt,PHY,Die Reduktion der Dynamik auf den DurchstoÃŸ.,PoincarÃ© 1892
2_Loop,Baseline,Technisch,L-170,Agile Sprint Loop,TEC,Die iterative Entwicklung von Software.,Schwaber 2001
2_Loop,Baseline,Technisch,L-171,CI/CD Pipeline,TEC,Der zyklische Prozess der Integration.,Humble 2010
2_Loop,Baseline,Technisch,L-172,A/B Testing Cycle,TEC,Die iterative Marktanpassung.,
2_Loop,Baseline,Technisch,L-173,Design Thinking Loop,TEC,Die zyklische ProblemlÃ¶sung.,Brown 2008
2_Loop,Baseline,Systemisch,L-174,Cybernetic Loop,TEC,Die Steuerung durch RÃ¼ckkopplung.,Wiener 1948
2_Loop,Baseline,Systemisch,L-175,Autopoiese (Matur.),SOC,Die operative SchlieÃŸung des Systems.,Maturana 1972
2_Loop,Baseline,Systemisch,L-176,Selbstreferenz (Luh.),SOC,Die IdentitÃ¤tsbildung durch Kommunikation.,Luhmann 1984
2_Loop,Identity,Funktional,L-001,Rekursiver Operator,MAT,Die Funktion, die sich selbst aufruft.,Church 1936
2_Loop,Identity,Strukturell,L-002,Zyklische Gruppe (Cn),MAT,Symmetrie der periodischen Drehung.,Gauss 1801
2_Loop,Identity,Strukturell,L-003,Hamilton-Pfad,MAT,Ein Pfad, der jeden Knoten genau einmal besucht.,Hamilton 1856
2_Loop,Identity,Strukturell,L-004,Euler-Tour,MAT,Ein geschlossener Weg Ã¼ber alle Kanten.,Euler 1736
2_Loop,Identity,Funktional,L-005,Strange Loop (I am),PHI,Selbstreferenz als Ursprung des Ich.,Hofstadter 1979
2_Loop,Identity,Funktional,L-006,Quine (Code),TEC,Ein Programm, das seinen Quellcode ausgibt.,Quine 1951
2_Loop,Identity,Logisch,L-007,LÃ¼gner-Paradoxon,PHI,Satz: Dieser Satz ist falsch (Logik-Loop).,Epimenides
2_Loop,Identity,Topologisch,L-008,MÃ¶biusband,MAT,Die einseitige FlÃ¤che der Unendlichkeit.,Listing 1858
2_Loop,Identity,Topologisch,L-009,Kleinsche Flasche,MAT,Der geschlossene Raum ohne Innen/AuÃŸen.,Klein 1882
2_Loop,Identity,Topologisch,L-010,Knotentheorie (Basis),MAT,Die Klassifikation verschlungener Schleifen.,Lord Kelvin 1867
2_Loop,Identity,Strukturell,L-011,Fraktaler Attraktor,MAT,Die unendliche Detailtiefe im Grenzprozess.,Lorenz 1963
2_Loop,Identity,Strukturell,L-012,Bernoulli-Prozess,MAT,Die unendliche Folge unabhÃ¤ngiger Versuche.,Bernoulli 1713
2_Loop,Identity,Funktional,L-013,Map-Reduce Loop,TEC,Die parallele Verarbeitung groÃŸer Daten.,Google 2004
2_Loop,Identity,Strukturell,L-014,Syntaktischer Baum,SOC,Die hierarchische Tiefe der Rekursion.,Chomsky 1957
2_Loop,Identity,Funktional,L-015,Turing-Maschine Loop,TEC,Die Endlosschleife des Halteproblems.,Turing 1936
2_Loop,Identity,Physikalisch,L-016,Vakuum-Polarisation,PHY,Der kurzzeitige Loop von Teilchengeburten.,Dirac 1934
2_Loop,Identity,Physikalisch,L-017,Feynman-Diagramm Loo,PHY,Korrekturen hÃ¶herer Ordnung im Quantenfeld.,Feynman 1948
2_Loop,Identity,Physikalisch,L-018,Ringbeschleuniger,PHY,Der technologische Loop zur Materie-Sondierung.,Lawrence 1932
2_Loop,Identity,Physikalisch,L-019,Zyklotron-Resonanz,PHY,Die Kopplung von Feld und Umlauf.,Lawrence 1930
2_Loop,Identity,Physikalisch,L-020,Tokamak (Plasma),PHY,Der magnetische Loop zur Fusion.,Sacharow 1950
2_Loop,Identity,Astronomisch,L-021,Saturnringe (Loop),PHY,Staub-Resonanz im Fokus der Gravitation.,Cassini 1675
2_Loop,Identity,Astronomisch,L-022,BinÃ¤rstern-Orbit,PHY,Der gravitationelle Tanz zweier Sonnen.,Herschel 1802
2_Loop,Identity,Dynamisch,L-023,Oszillierender Stern,PHY,Periodische Helligkeitsschwankung (Cepheiden).,Leavitt 1908
2_Loop,Identity,Biologisch,L-024,Calvin-Zyklus,PHY,Die biochemische SchlieÃŸung der Kohlefixierung.,Calvin 1950
2_Loop,Identity,Biologisch,L-025,Krebs-Zyklus (Zitron.),PHY,Der energetische Kern der Zellatmung.,Krebs 1937
2_Loop,Identity,Biologisch,L-026,Harnstoff-Zyklus,PHY,Die Entgiftungs-Schleife der Leber.,Krebs/Henseleit 1932
2_Loop,Identity,Biologisch,L-027,Bakterielle Spaltung,PHY,Der unendliche Loop der Zell-IdentitÃ¤t.,
2_Loop,Identity,Biologisch,L-028,Mykorrhiza-Netz,PHY,Der symbiotische Austausch-Loop.,Frank 1885
2_Loop,Identity,Neurobiol.,L-029,Alpha-Wellen (Takt),PHY,Die Grund-Oszillation des entspannten Gehirns.,Berger 1924
2_Loop,Identity,Neurobiol.,L-030,Efferenzkopie (Loop),PHY,Die interne RÃ¼ckmeldung der Handlung.,Holst 1950
2_Loop,Identity,Neurobiol.,L-031,Theta-Oszillation,PHY,Der Takt der GedÃ¤chtnis-Konsolidierung.,
2_Loop,Identity,Psychol.,L-032,Operante Kondit.,PSY,Der Loop aus Handlung und VerstÃ¤rkung.,Skinner 1938
2_Loop,Identity,Psychol.,L-033,Flow-Stabilisierung,PSY,Der dynamische Ausgleich von Skill/Challenge.,Csikszentmihalyi 1975
2_Loop,Identity,Soziol.,L-034,Kommunikative Schleife,SOC,Sinnbildung durch wechselseitigen Bezug.,Luhmann 1984
2_Loop,Identity,Soziol.,L-035,Symbolischer Interakt.,SOC,Der Loop der Bedeutungskonstruktion.,Blumer 1937
2_Loop,Identity,Soziol.,L-036,Ritual-Zyklus,SOC,Die zyklische BestÃ¤tigung der Gruppe.,Durkheim 1912
2_Loop,Identity,Politisch,L-037,Checks and Balances,SOC,Der institutionelle Loop der Kontrolle.,Madison 1788
2_Loop,Identity,Ã–konomie,L-038,Multiplikator-Effekt,ECO,Der Ã¶konomische Loop der WertschÃ¶pfung.,Keynes 1936
2_Loop,Identity,Ã–konomie,L-039,Preis-Lohn-Spirale,ECO,Der inflationÃ¤re RÃ¼ckkopplungs-Loo.,
2_Loop,Identity,Management,L-040,Agile Retrospektive,ECO,Der Loop der Prozess-Selbstbeobachtung.,Schwaber 2001
2_Loop,Identity,Information,L-041,CRC-Check (Cycle),TEC,Mathematische SchlieÃŸung zur FehlerprÃ¼fung.,Peterson 1961
2_Loop,Identity,Information,L-042,Ringpuffer (Daten),TEC,Das endlose Daten-Reservoir im RAM.,
2_Loop,Identity,Technisch,L-043,PLL (Phase Locked L.),TEC,Die elektronische Synchronisation.,de Bellescize 1932
2_Loop,Identity,Philosophisch,L-044,Dialektische Aufheb.,PHI,Der Loop von These, Antithese, Synthese.,Hegel 1807
2_Loop,Identity,Philosophisch,L-045,Metaphysischer Loop,PHI,Die Frage nach dem Grund des Grundes.,Leibniz 1714
2_Loop,Identity,Historisch,L-046,Generationen-Echo,SOC,Die Wiederkehr historischer Themen.,Strauss/Howe 1991
2_Loop,Identity,Audit,L-047,Loop-Validierung,PHY,Sicherung der prozessualen IntegritÃ¤t.,GKP 2024
2_Loop,Identity,Audit,L-048,Takt-PrÃ¤zision,PHY,Messung der Jitter-Freiheit (SynchronitÃ¤t).,IEEE 1588
2_Loop,Identity,Audit,L-049,Zyklus-StabilitÃ¤t,PHY,Nachweis der Konvergenz im Prozess.,Lyapunov 1892
2_Loop,Identity,Audit,L-050,RelLoop-Proof,PHY,Formale SchlieÃŸung der Prozess-IdentitÃ¤t.,TRINITY 2024
2_Loop,Identity,Physik,L-051,MeiÃŸner-Effekt Loop,PHY,Induzierte StrÃ¶me zur Feld-VerdrÃ¤ngung.,MeiÃŸner/Ochsenfeld 1933
2_Loop,Identity,Astronomie,L-052,Lagrange-Punkte,PHY,Stabile Gleichgewichts-Loops im Orbit.,Lagrange 1772
2_Loop,Identity,Chemie,L-053,Benzol-Ring (KekulÃ©),PHY,Der geschlossene Loop der Ï€-Elektronen.,KekulÃ© 1865
2_Loop,Identity,Biologie,L-054,Ã–strogen-Feedback,PHY,Der neuronale Loop der Menopause/PubertÃ¤t.,
2_Loop,Identity,Informatik,L-055,Spanning Tree Proto,TEC,Vermeidung von Loops im Netz-Gitter.,Radia Perlman 1985
2_Loop,Identity,Logik,L-056,Tautologie-Check,MAT,Die automatische Verifikation der IdentitÃ¤t.,Robinson 1965
2_Loop,Identity,Mathematik,L-057,Zeta-Funktion Nullst.,MAT,Die rhythmische Ordnung der Primzahlen.,Riemann 1859
2_Loop,Identity,Musik,L-058,Kanon (StimmfÃ¼hrung),MUS,Die zeitlich versetzte SelbstÃ¤hnlichkeit.,Bach (OfA)
2_Loop,Identity,Kunst,L-059,Escher-Metamorphose,ART,Der visuelle Loop der Transformation.,Escher 1937
2_Loop,Identity,Soziologie,L-060,Giddens' Strukturier.,SOC,DualitÃ¤t von Handeln und Struktur (Loop).,Giddens 1984
2_Loop,Identity,Physik,L-061,Hamilton-Pfad (Phys),MAT,Minimale Wirkung im Phasenraum.,Hamilton 1834
2_Loop,Identity,Informatik,L-062,Backpropagation,TEC,Der Fehler-Loop zur Gewichtsanpassung.,Rumelhart 1986
2_Loop,Identity,Ã–konomie,L-063,ZirkulÃ¤rer Fluss,ECO,Geld/Waren-Loop zwischen Haushalt/Firma.,Quesnay 1758
2_Loop,Identity,Philosophie,L-064,Hermeneutik (Kreis),PHI,Verstehen als unendlicher Prozess.,Gadamer 1960
2_Loop,Identity,Geometrie,L-065,Cycloid-Bahn,MAT,Die Rollbewegung des Punktes (Loop).,Huygens 1673
2_Loop,Identity,Physik,L-066,Synchrotron-Strahl.,PHY,Energieverlust im Loop der Ladung.,Elder 1947
2_Loop,Identity,Klimatologie,L-067,Albedo-Feedback,PHY,Der Eis-Reflexions-Loop der ErwÃ¤rmung.,
2_Loop,Identity,Medizin,L-068,Barorezeptor-Reflex,PHY,Der neuronale Blutdruck-Regelkreis.,Hering 1923
2_Loop,Identity,Technik,L-069,Schrittmotor-Takt,TEC,PrÃ¤zise WinkelschlieÃŸung durch Pulse.,
2_Loop,Identity,Logik,L-070,Fixpunktsatz (Kleene),MAT,Rekursive AufzÃ¤hlbarkeit als Fixpunkt.,Kleene 1938
2_Loop,Identity,Informatik,L-071,Y-Combinator,TEC,Der anonyme Rekursions-Operator.,Curry 1958
2_Loop,Identity,Physik,L-072,Larmor-PrÃ¤zession,PHY,Der Spin-Loop im Magnetfeld.,Larmor 1897
2_Loop,Identity,Chemie,L-073,Belousov-Zhabotinsky,PHY,Die chemische Uhr jenseits des Gleichgewichts.,Belousov 1951
2_Loop,Identity,Biologie,L-074,Quorum Sensing,PHY,Der kollektive Feedback-Loop der Bakterien.,Hastings 1970
2_Loop,Identity,Psychologie,L-075,SelbstbestÃ¤tigung,PSY,Der kognitive Loop der Vorurteilspflege.,
2_Loop,Identity,Soziologie,L-076,Labeling Approach,SOC,Die Konstruktion der Devianz (Loop).,Becker 1963
2_Loop,Identity,Recht,L-077,Rechtsprechung (Case),SOC,Die Evolution der Norm durch Anwendung.,Llewellyn 1930
2_Loop,Identity,Ã–konomie,L-078,Zinseszinseffekt,ECO,Der exponentielle Loop des Kapitals.,Fibonacci 1202
2_Loop,Identity,Musik,L-079,Sample-Loop,MUS,Die rhythmische Baseline moderner Musik.,Grandmaster Flash
2_Loop,Identity,Physik,L-080,Aharonov-Bohm Loop,PHY,Phasenverschiebung im feldfreien Raum.,Aharonov 1959
2_Loop,Identity,Informatik,L-081,Self-Hosting Compil.,TEC,Ein Werkzeug, das sich selbst erzeugt.,Thompson 1984
2_Loop,Identity,Mathematik,L-082,Mandelbrot-Iteration,MAT,z = zÂ² + c (Der ultimative Loop).,Mandelbrot 1980
2_Loop,Identity,Physik,L-083,Josephson-Oszill.,PHY,Der Quanten-Loop im Tunnelkontakt.,Josephson 1962
2_Loop,Identity,Biologie,L-034,Hox-Gen Kaskade,PHY,Der morphogenetische Regel-Loop.,Lewis 1978
2_Loop,Identity,Neurophys.,L-085,Synaptische Plastiz.,PHY,Der Loop: "Neurons that fire together...",Hebb 1949
2_Loop,Identity,Physik,L-086,Chern-Simons Loop,PHY,Topologische Quantenfeldtheorie im Loop.,Witten 1989
2_Loop,Identity,Kosmologie,L-087,Cosmic String Loop,PHY,Topologische Defekte des frÃ¼hen Alls.,Kibble 1976
2_Loop,Identity,Mathematik,L-088,Jordan-Kurve,MAT,Die Trennung von Innen und AuÃŸen (Unity).,Jordan 1887
2_Loop,Identity,Technik,L-089,Flywheel-Energiesp.,TEC,Der mechanische Loop der TrÃ¤gheit.,
2_Loop,Identity,Soziologie,L-090,GlÃ¤serne Decke,SOC,Der unsichtbare Loop der Ausgrenzung.,Morrison 1987
2_Loop,Identity,Informatik,L-091,Garbage Collection,TEC,Der zyklische Reset wertloser Speicher.,McCarthy 1959
2_Loop,Identity,Physik,L-092,Landau-Niveaus,PHY,Die Loop-Quantisierung im Magnetfeld.,Landau 1930
2_Loop,Identity,Chemie,L-093,Haber-Bosch Loop,PHY,Die zyklische Fixierung von Ammoniak.,Haber 1909
2_Loop,Identity,Biologie,L-094,Apoptose-Check,PHY,Der regulatorische Loop zum Zelltod.,Kerr 1972
2_Loop,Identity,Psychologie,L-095,Trauerphasen-Loop,PSY,Der dynamische Prozess der Heilung.,KÃ¼bler-Ross 1969
2_Loop,Identity,Ã–konomie,L-096,Venture Capital Loop,ECO,Vom Start-up zum Exit und zurÃ¼ck.,
2_Loop,Identity,Informatik,L-097,Finite State Machine,TEC,Die Zustands-Logik im Loop-Gitter.,Mealy 1955
2_Loop,Identity,Logik,L-098,Resolution (Loop),MAT,Der Beweis-Loop durch Widerspruch.,Robinson 1965
2_Loop,Identity,Philosophie,L-099,Infinite Regress,PHI,Die Warnung vor dem unendlichen Loop.,Aristoteles
2_Loop,Identity,TrinitÃ¤t,L-100,Universal Loop (RL),PHI,Die operative Verbindung von Allem und Nichts.,TRINITY 2024
2_Loop,Identity,Physik,L-101,Vortex-IdentitÃ¤t,PHY,StabilitÃ¤t durch rotierende StrÃ¶mung.,Helmholtz 1858
2_Loop,Identity,Meteorologie,L-102,Zyklon-Zentrum,PHY,Die Ruhe im Auge des Sturms (Null/Unity).,
2_Loop,Identity,Technik,L-103,Turbinen-Schaufel,TEC,Die zyklische Impuls-Ãœbertragung.,Parsons 1884
2_Loop,Identity,Biologie,L-104,Blutkreislauf,PHY,Der fundamentale Transport-Loop.,Harvey 1628
2_Loop,Identity,Informatik,L-105,Rekursiver Abstieg,TEC,Die Zerlegung von Sprache im Loop.,Knuth 1971
2_Loop,Identity,Logik,L-106,Modus Tollens,PHI,Die rÃ¼ckschlieÃŸende Logik im Loop.,
2_Loop,Identity,Mathematik,L-107,Loop-Raum (Î©X),MAT,Der Raum aller Schleifen auf einem Objekt.,Milnor 1956
2_Loop,Identity,Physik,L-108,Phononen-Gitter,PHY,Die kollektive Oszillation der Atome.,Einstein 1907
2_Loop,Identity,Soziologie,L-109,Rollenerwartung,SOC,Der Loop aus Performanz und BestÃ¤tigung.,Parsons 1951
2_Loop,Identity,PhÃ¤nomenol.,L-110,Relationaler Loop,PHI,Die Verbindung zwischen Ursprung und Form.,TRINITY 2024
2_Loop,Identity,Audit,L-111,Audit-Loop (RL-Chk),PHY,Verifikation der prozessualen KausalitÃ¤t.,GKP 2024
2_Loop,Emergence,Dynamisch,L-223,Synchronisation,PHY,Spontane Ordnung von Oszillatoren.,Strogatz 2003
2_Loop,Emergence,Biologisch,L-224,Physiolog. Rhythmus,PHY,Emergenz von Leben durch Taktung.,Wiener 1948
2_Loop,Emergence,Soziologisch,L-225,Schwarm-Intelligenz,SOC,Emergenz globaler Muster aus lokalen Loops.,Reynolds 1987
2_Loop,Emergence,Kosmologisch,L-226,Galaxien-Rotation,PHY,Emergenz der Spirale durch Dreh-Loop.,Hubble 1926
2_Loop,Emergence,Information,L-227,Maschinelles Lernen,TEC,Emergenz von Wissen durch Feedback-Loops.,LeCun 2015
2_Loop,Emergence,Psychologisch,L-228,Einsicht (Reflexion),PSY,Emergenz von Sinn durch Denk-Loops.,Kohlberg 1958
2_Loop,Emergence,Technisch,L-229,Regelungstechnik,TEC,Emergenz von StabilitÃ¤t durch Control-Loops.,Black 1934
2_Loop,Emergence,Ã–kologisch,L-230,Trophische Kaskade,PHY,Emergenz von Balance durch Fress-Loops.,Paine 1966
2_Loop,Emergence,Chemisch,L-231,Oszillierende Reakt.,PHY,Emergenz von Zeitstrukturen in der Chemie.,Zhabotinsky 1964
2_Loop,Emergence,Mathematisch,L-232,StabilitÃ¤ts-Inseln,MAT,Emergenz von Ordnung im Chaos-Prozess.,KAM-Theory 1954
2_Loop,Emergence,Physikalisch,L-233,Supraleitung (Loop),PHY,Emergenz verlustfreier StrÃ¶me.,BCS 1957
2_Loop,Emergence,EvolutionÃ¤r,L-234,Hypertrophe Loops,PHY,Emergenz von KomplexitÃ¤t durch WettrÃ¼sten.,Dawkins 1982
2_Loop,Emergence,Politisch,L-235,Macht-Rotation,SOC,Emergenz stabiler Demokratien durch Zyklen.,
2_Loop,Emergence,Kulturell,L-236,Traditions-Loop,SOC,Emergenz von IdentitÃ¤t durch Wiederholung.,Shils 1981
2_Loop,Emergence,Technisch,L-237,Edge Computing Loop,TEC,Emergenz lokaler Intelligenz im Gitter.,
